,Tenure,WarehouseToHome,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile Phone,MaritalStatus_Married,MaritalStatus_Single
406,16.0,14.0,3,2,1,0,7.0,124.55,0,False,False,True,False,True
407,6.0,31.0,3,3,2,0,1.0,145.39,0,False,True,False,False,False
408,14.0,12.0,4,4,7,1,2.0,160.32,0,False,True,False,False,True
409,8.0,13.0,4,1,2,0,1.0,126.9,0,False,False,True,True,False
410,9.0,16.0,3,1,2,0,7.0,199.8,0,False,False,False,False,True
411,18.0,13.0,3,5,3,0,0.0,197.24,0,False,False,False,True,False
412,0.0,8.0,3,1,1,0,2.0,142.27,0,False,True,False,True,False
413,9.0,7.0,3,3,2,0,1.0,112.23,0,False,False,True,True,False
414,9.0,10.0,3,1,2,0,0.0,119.51,0,False,False,True,True,False
415,3.0,13.0,5,4,3,0,1.0,153.04,0,False,False,True,True,False
416,4.0,25.0,4,3,3,0,5.0,151.32,0,False,False,True,False,True
417,11.0,7.0,5,3,3,0,8.0,184.93,0,False,True,False,True,False
418,1.0,29.0,4,3,6,1,2.0,146.32,1,False,False,True,False,False
419,16.0,30.0,3,5,7,1,2.0,204.48,1,False,False,False,False,True
420,7.0,16.0,1,1,2,0,2.0,147.24,0,False,True,False,True,False
421,5.0,19.0,4,1,10,1,3.0,164.29,0,False,False,True,True,False
422,1.0,25.0,4,3,2,1,3.0,171.14,1,False,True,False,False,False
423,4.0,10.0,4,3,3,0,1.0,145.83,0,False,False,True,True,False
425,9.0,16.0,3,4,2,0,0.0,120.08,0,False,False,True,True,False
426,8.0,10.0,3,3,2,1,1.0,142.49,0,False,True,False,False,True
427,0.0,14.0,3,5,2,1,0.0,123.98,1,False,False,True,True,False
429,5.0,12.0,3,3,2,0,7.0,150.1,0,False,True,False,False,True
430,0.0,26.0,3,3,4,0,0.0,198.24,1,False,False,False,True,False
431,1.0,19.0,5,5,3,0,1.0,145.33,1,False,False,True,True,False
432,11.0,31.0,4,4,4,0,3.0,220.61,0,False,False,False,False,False
433,2.0,9.0,3,3,2,0,2.0,155.61,0,False,True,False,False,False
434,11.0,9.0,3,3,4,1,2.0,143.17,0,False,True,False,False,True
435,11.0,7.0,4,1,4,1,3.0,261.03,0,False,False,False,True,False
436,15.0,8.0,3,3,1,1,0.0,126.96,0,False,False,True,True,False
437,4.0,34.0,4,2,9,0,8.0,178.04,0,False,True,False,True,False
438,19.0,9.0,4,4,2,0,8.0,173.05,0,False,True,False,True,False
439,0.0,14.0,3,3,2,0,2.0,126.1,1,False,False,True,False,False
440,10.0,13.0,3,3,5,0,2.0,236.64,0,False,False,False,False,True
441,3.0,16.0,4,3,11,0,3.0,154.74,0,False,False,True,True,False
442,7.0,30.0,4,1,3,1,13.0,259.58,0,False,False,False,False,True
445,4.0,9.0,5,1,3,0,9.0,166.52,0,False,True,False,True,False
446,21.0,9.0,4,4,9,0,1.0,174.78,0,False,True,False,True,False
447,1.0,36.0,6,5,10,0,3.0,174.69,1,False,True,False,False,True
448,19.0,24.0,3,3,3,0,8.0,148.1,0,False,True,False,True,False
450,13.0,8.0,1,4,2,0,7.0,142.44,0,False,True,False,False,False
451,8.0,31.0,4,2,5,0,2.0,136.81,0,False,True,False,False,True
452,12.0,7.0,5,1,6,0,3.0,211.86,0,False,True,False,False,True
453,15.0,32.0,3,4,6,0,8.0,235.25,0,True,False,False,True,False
454,1.0,7.0,4,3,2,0,6.0,145.58,1,False,False,True,False,True
455,0.0,11.0,3,1,2,0,0.0,110.51,0,False,False,True,False,True
456,8.0,22.0,4,4,2,0,3.0,186.06,0,False,False,False,False,True
457,22.0,13.0,3,4,4,0,7.0,204.66,0,False,False,False,True,False
459,9.0,15.0,4,3,3,0,10.0,166.48,0,False,True,False,True,False
460,3.0,9.0,4,1,3,0,3.0,213.53,0,False,True,False,True,False
461,12.0,17.0,3,2,2,0,7.0,176.54,1,False,False,False,False,False
462,19.0,14.0,4,3,6,1,3.0,169.77,0,False,False,True,False,False
463,19.0,27.0,4,3,10,0,2.0,173.5,0,False,True,False,False,True
464,26.0,13.0,1,3,4,0,3.0,248.14,0,True,False,False,True,False
465,20.0,10.0,4,4,9,1,10.0,203.33,0,False,False,False,True,False
466,9.0,14.0,4,3,3,0,1.0,149.04,0,False,False,True,True,False
468,17.0,30.0,5,3,3,0,4.0,137.08,0,False,False,True,False,True
469,8.0,17.0,4,3,3,1,3.0,154.36,1,False,False,True,False,True
470,7.0,14.0,3,4,2,1,3.0,123.42,1,False,False,True,True,False
471,1.0,22.0,4,1,3,0,1.0,137.32,0,False,False,True,False,True
472,12.0,24.0,3,3,1,0,7.0,145.34,0,False,True,False,False,True
473,9.0,7.0,4,4,3,0,7.0,197.95,0,False,False,False,False,False
474,2.0,14.0,3,3,2,0,0.0,126.42,0,False,False,True,False,True
475,4.0,9.0,4,4,3,0,1.0,149.76,0,False,False,True,True,False
477,1.0,14.0,4,3,3,1,3.0,153.86,1,False,False,True,False,False
478,20.0,20.0,4,4,8,0,10.0,180.62,0,False,True,False,False,True
480,10.0,7.0,4,1,2,0,11.0,164.74,0,False,True,False,True,False
481,1.0,7.0,4,4,2,1,5.0,188.49,0,False,True,False,False,False
482,9.0,9.0,5,4,4,0,3.0,227.74,0,False,False,False,True,False
483,4.0,30.0,4,5,2,0,8.0,168.12,0,False,True,False,False,True
484,4.0,11.0,3,3,2,0,2.0,183.46,0,False,True,False,True,False
485,10.0,6.0,4,3,2,0,7.0,159.93,0,False,True,False,True,False
487,1.0,17.0,5,5,8,1,1.0,149.04,1,False,False,True,False,True
488,8.0,6.0,3,4,2,0,6.0,172.95,0,False,False,False,True,False
489,11.0,14.0,1,3,2,0,3.0,126.1,0,False,False,True,True,False
490,1.0,16.0,4,2,3,0,3.0,151.1,0,False,False,True,False,True
491,15.0,15.0,3,1,2,0,8.0,136.73,0,False,False,True,False,True
492,24.0,9.0,3,3,3,0,3.0,231.16000000000005,0,False,False,False,True,False
494,1.0,25.0,2,3,4,0,3.0,187.32,0,False,True,False,True,False
495,1.0,16.0,4,5,3,0,3.0,152.28,0,False,False,True,False,True
497,0.0,18.0,3,1,4,1,7.0,145.81,1,False,True,False,False,True
498,1.0,23.0,4,4,4,1,3.0,148.73,1,False,False,True,True,False
499,6.0,22.0,3,1,2,1,2.0,153.68,0,False,True,False,True,False
500,17.0,13.0,5,3,3,1,9.0,165.81,0,False,True,False,False,True
501,7.0,9.0,4,1,2,0,3.0,150.0,0,False,False,True,False,True
503,13.0,7.0,3,1,5,0,3.0,165.13,0,False,True,False,True,False
504,5.0,14.0,4,5,4,0,3.0,221.37,0,False,False,False,True,False
505,0.0,8.0,4,1,2,0,0.0,111.02,1,False,False,True,False,True
506,16.0,33.0,3,5,9,0,1.0,208.2,0,False,False,False,False,False
508,17.0,17.0,5,3,3,0,1.0,177.57,0,False,True,False,True,False
509,9.0,7.0,6,1,3,0,2.0,154.77,0,False,False,True,True,False
510,14.0,16.0,4,4,10,1,1.0,161.17,0,False,False,True,True,False
512,9.0,23.0,4,4,3,0,3.0,155.07,0,False,True,False,True,False
513,8.0,9.0,4,3,4,0,3.0,165.33,0,False,True,False,False,True
514,7.0,7.0,3,1,2,0,1.0,198.88,0,False,False,False,False,True
515,1.0,30.0,5,5,3,0,11.0,198.36,1,False,False,False,True,False
516,19.0,33.0,5,5,3,0,6.0,168.85,0,False,True,False,True,False
517,1.0,33.0,4,1,3,1,9.0,181.17,1,False,True,False,True,False
518,8.0,7.0,5,5,11,0,3.0,229.82,1,False,False,False,False,False
519,6.0,20.0,3,4,2,0,6.0,127.56,0,False,False,True,True,False
520,13.0,12.0,3,3,8,0,13.0,232.37,0,True,False,False,False,True
521,13.0,8.0,1,3,6,0,8.0,163.77,0,False,True,False,True,False
522,12.0,10.0,4,3,2,0,3.0,231.09,0,False,False,False,True,False
523,10.0,20.0,4,4,5,0,5.0,146.43,0,False,False,True,False,False
524,1.0,30.0,5,3,3,0,9.0,160.4,0,False,True,False,True,False
525,4.0,16.0,3,3,5,0,3.0,210.31,0,False,False,False,True,False
526,8.0,31.0,4,4,4,0,8.0,209.03,0,False,False,False,True,False
527,6.0,11.0,4,4,4,0,3.0,164.31,0,False,False,True,False,False
528,5.0,14.0,3,5,2,0,2.0,124.39,0,False,False,True,False,True
529,17.0,32.0,5,1,7,0,1.0,232.98,0,False,False,False,True,False
530,22.0,11.0,5,3,9,0,9.0,234.99,0,False,False,False,False,True
531,8.0,16.0,3,2,2,0,2.0,139.17,0,False,False,True,True,False
532,7.0,14.0,3,3,2,1,6.0,125.79,0,False,False,True,True,False
533,21.0,10.0,3,1,2,0,8.0,178.98,0,False,False,False,False,True
534,0.0,16.0,4,5,10,0,0.0,203.06,1,False,False,False,True,False
535,0.0,9.0,3,3,1,0,2.0,149.99,0,False,True,False,True,False
536,0.0,7.0,4,3,2,0,2.0,146.17,0,False,True,False,False,True
538,13.0,17.0,4,3,9,0,3.0,259.64,0,False,False,False,False,True
539,9.0,13.0,3,5,4,1,3.0,121.66,1,False,False,True,False,True
541,12.0,7.0,5,2,6,0,3.0,211.86,0,False,True,False,False,True
542,1.0,28.0,2,2,3,0,3.0,151.78,0,False,False,True,False,True
545,18.0,15.0,2,2,4,1,3.0,153.18,0,False,False,True,False,False
546,9.0,30.0,4,3,6,1,3.0,120.28,1,False,False,True,False,True
548,5.0,15.0,4,1,3,0,10.0,232.93,0,False,False,False,True,False
549,9.0,14.0,1,1,5,0,3.0,125.71,0,False,True,False,True,False
550,10.0,9.0,4,4,6,1,1.0,194.62,0,False,True,False,True,False
551,0.0,9.0,4,3,2,0,0.0,132.3,0,False,False,True,False,True
552,20.0,14.0,4,3,8,0,8.0,233.45,0,False,False,False,True,False
553,3.0,9.0,4,4,2,0,5.0,152.03,0,False,False,True,True,False
554,3.0,17.0,5,3,11,0,5.0,183.69,0,False,True,False,False,True
555,16.0,15.0,4,3,6,0,1.0,164.68,0,False,False,True,False,True
556,9.0,23.0,5,4,3,0,3.0,211.06,0,False,False,False,False,True
557,11.0,36.0,4,4,3,1,10.0,243.49,1,False,False,False,False,False
559,1.0,7.0,2,4,3,0,8.0,199.46,1,False,False,False,False,True
560,1.0,7.0,4,5,3,0,8.0,199.12,0,False,False,False,False,False
561,15.0,12.0,2,3,4,1,4.0,146.27,0,False,False,True,False,False
562,5.0,11.0,3,4,2,0,3.0,165.24,0,False,True,False,False,False
564,1.0,9.0,4,3,3,1,5.0,169.78,0,False,True,False,False,True
565,8.0,22.0,4,5,3,0,7.0,186.25,0,False,True,False,False,True
566,1.0,11.0,5,1,2,0,5.0,156.62,0,False,False,True,True,False
567,1.0,15.0,5,4,3,0,1.0,137.61,1,False,False,True,False,True
568,1.0,24.0,4,3,2,1,1.0,152.41,1,False,False,True,True,False
569,22.0,9.0,4,5,5,0,2.0,147.89,0,False,True,False,False,False
570,1.0,7.0,5,3,3,0,4.0,145.07,0,False,False,True,True,False
571,11.0,31.0,4,4,4,0,3.0,220.61,0,False,False,False,True,False
573,9.0,24.0,3,2,3,0,9.0,177.79,0,False,True,False,False,True
574,10.0,19.0,4,3,11,1,2.0,171.63,0,False,True,False,True,False
576,0.0,28.0,4,4,2,0,0.0,128.63,1,False,False,True,True,False
577,5.0,7.0,5,5,3,0,3.0,147.18,0,False,False,True,True,False
578,1.0,35.0,5,5,5,0,4.0,167.84,1,False,True,False,False,True
579,10.0,25.0,4,1,3,0,8.0,146.53,0,False,False,True,False,True
580,9.0,7.0,3,5,3,0,2.0,120.8,0,False,False,True,False,True
582,5.0,18.0,4,1,5,1,3.0,148.56,0,False,False,True,True,False
584,13.0,22.0,3,3,10,0,0.0,135.44,0,False,False,True,True,False
585,1.0,15.0,4,3,3,0,1.0,144.04,1,False,False,True,False,True
586,0.0,6.0,3,1,2,1,8.0,126.86,1,False,False,True,False,True
587,8.0,14.0,3,3,2,0,0.0,124.04,0,False,False,True,False,False
588,1.0,31.0,5,3,7,1,4.0,145.28,1,False,False,True,False,True
589,15.0,10.0,5,4,4,0,3.0,214.38,0,False,True,False,True,False
590,18.0,16.0,4,5,3,1,2.0,150.59,0,False,False,True,False,False
591,13.0,25.0,4,3,2,0,8.0,170.34,0,False,True,False,False,True
593,6.0,6.0,1,4,2,1,2.0,154.88,0,False,True,False,False,False
594,16.0,8.0,3,1,1,0,8.0,135.39,0,False,False,True,False,True
595,5.0,9.0,4,3,2,0,3.0,155.67,0,False,False,True,True,False
596,1.0,15.0,5,5,8,0,3.0,178.26,1,False,True,False,False,True
597,11.0,13.0,2,5,6,1,8.0,184.74,0,False,True,False,True,False
598,23.0,14.0,5,3,10,0,1.0,170.0,0,False,False,False,False,True
599,1.0,36.0,4,3,7,0,1.0,168.06,0,False,True,False,True,False
600,4.0,30.0,3,1,3,0,4.0,152.38,0,False,True,False,False,True
601,9.0,17.0,3,4,2,0,2.0,122.44,0,False,False,True,False,False
602,26.0,14.0,3,1,6,0,3.0,218.36,0,True,False,False,True,False
603,10.0,19.0,5,1,2,0,3.0,213.58,0,False,False,False,False,True
604,3.0,9.0,4,3,3,0,3.0,171.49,0,False,True,False,False,False
606,0.0,14.0,3,4,1,0,2.0,124.22,1,False,False,True,False,True
607,16.0,8.0,3,1,2,0,7.0,156.75,0,False,True,False,True,False
608,6.0,19.0,3,2,4,0,2.0,134.52,0,False,False,True,False,True
609,13.0,15.0,3,4,9,1,0.0,136.17,0,False,False,True,True,False
610,9.0,8.0,3,1,2,0,2.0,120.14,0,False,False,True,True,False
612,1.0,16.0,4,5,3,0,3.0,150.0,0,False,False,True,False,False
613,11.0,28.0,4,2,7,0,1.0,154.73,0,False,False,True,False,False
614,16.0,33.0,1,4,6,0,2.0,148.76,0,False,False,True,True,False
615,25.0,7.0,5,5,5,0,9.0,199.84,0,False,False,False,False,True
616,8.0,24.0,3,1,3,0,2.0,193.62,0,False,False,False,False,True
617,4.0,13.0,3,2,5,0,7.0,175.47,0,False,True,False,True,False
618,2.0,8.0,4,1,3,0,4.0,145.44,0,False,False,True,True,False
619,24.0,6.0,3,2,2,0,0.0,127.23,0,False,False,True,False,False
620,8.0,31.0,4,3,5,1,1.0,156.61,1,False,False,True,True,False
621,14.0,16.0,3,2,8,0,10.0,162.3,0,False,True,False,False,True
622,22.0,14.0,4,4,7,0,3.0,231.2,0,True,False,False,True,False
623,12.0,9.0,4,4,9,0,1.0,198.51,0,False,False,False,False,True
624,10.0,22.0,6,1,3,0,12.0,179.06,0,False,True,False,True,False
625,4.0,14.0,3,2,2,0,9.0,207.93,0,False,False,False,True,False
626,10.0,9.0,4,3,6,0,10.0,150.19,0,False,False,True,False,True
627,10.0,14.0,3,1,2,1,2.0,123.26,0,False,False,True,True,False
628,0.0,16.0,3,5,2,0,8.0,142.13,1,False,True,False,False,True
629,2.0,26.0,5,5,3,0,4.0,156.96,0,False,False,True,False,False
630,11.0,15.0,3,1,3,0,3.0,147.71,0,False,False,True,True,False
631,21.0,35.0,3,3,4,0,3.0,225.04,0,False,False,False,True,False
632,3.0,31.0,3,3,8,1,2.0,147.36,0,False,True,False,False,False
633,22.0,12.0,4,3,3,1,12.0,239.66000000000005,0,True,False,False,True,False
634,1.0,13.0,4,5,4,0,4.0,154.6,1,False,False,True,False,True
635,11.0,12.0,4,2,9,0,5.0,188.47,0,False,True,False,True,False
636,0.0,23.0,4,3,2,0,2.0,143.77,0,False,True,False,True,False
637,8.0,9.0,3,2,7,0,8.0,178.23,0,False,False,False,True,False
639,15.0,14.0,2,3,3,0,9.0,158.76,0,False,False,True,False,False
640,0.0,6.0,4,3,1,1,2.0,137.3,1,False,False,True,False,True
641,18.0,15.0,4,3,2,0,12.0,155.93,0,False,True,False,True,False
642,13.0,26.0,4,1,10,0,3.0,164.02,0,False,True,False,True,False
644,9.0,8.0,3,4,5,1,0.0,169.62,0,False,True,False,True,False
645,12.0,36.0,4,2,5,0,8.0,187.61,0,False,True,False,False,False
646,5.0,14.0,3,4,2,0,7.0,123.7,0,False,False,True,False,False
647,0.0,26.0,3,3,2,0,7.0,199.81,0,False,True,False,False,True
648,0.0,11.0,4,3,2,1,3.0,157.44,1,False,True,False,False,True
649,12.0,7.0,4,5,5,0,1.0,151.19,0,False,False,True,False,True
650,0.0,24.0,1,3,3,0,2.0,162.32,0,False,True,False,True,False
651,9.0,25.0,2,5,3,0,11.0,177.08,0,False,True,False,True,False
653,9.0,8.0,4,3,2,0,0.0,175.96,0,False,False,False,True,False
655,2.0,8.0,3,2,8,0,3.0,221.69,1,True,False,False,True,False
656,5.0,6.0,3,5,5,0,2.0,140.87,0,False,True,False,True,False
657,11.0,6.0,3,1,8,0,9.0,147.35,0,False,True,False,True,False
658,5.0,16.0,3,1,3,0,3.0,212.44,0,False,False,False,False,True
659,19.0,9.0,5,1,3,0,10.0,182.7,0,False,True,False,True,False
660,0.0,13.0,3,3,4,1,7.0,133.39,1,False,False,True,True,False
661,3.0,6.0,4,3,2,0,8.0,184.74,0,False,False,False,False,True
662,7.0,23.0,4,1,3,1,3.0,178.68,0,False,True,False,True,False
663,6.0,10.0,4,5,3,0,4.0,192.25,0,False,True,False,True,False
664,15.0,34.0,4,2,1,0,4.0,145.23,0,False,True,False,False,False
665,11.0,7.0,5,5,4,0,3.0,164.2,0,False,False,True,True,False
667,0.0,30.0,4,5,2,0,9.0,187.22,1,False,False,False,False,True
668,14.0,9.0,4,4,5,0,11.0,181.77,0,False,True,False,True,False
669,23.0,34.0,3,5,5,1,2.0,268.8,0,True,False,False,True,False
670,27.0,30.0,4,1,8,0,9.0,267.75,0,True,False,False,False,True
671,5.0,25.0,2,3,7,1,2.0,127.59,1,False,False,True,True,False
672,13.0,7.0,3,2,2,0,3.0,221.13,0,False,False,False,True,False
674,1.0,6.0,3,5,2,0,2.0,135.91,0,False,False,True,True,False
675,8.0,16.0,3,3,4,1,4.0,161.42,0,False,True,False,False,True
676,15.0,18.0,3,4,9,0,4.0,127.66,0,False,False,True,True,False
677,15.0,14.0,4,3,8,0,2.0,175.03,0,False,True,False,False,True
678,0.0,15.0,3,5,3,1,0.0,131.72,1,False,False,True,False,True
681,3.0,16.0,5,2,2,0,3.0,164.83,0,False,False,True,False,True
682,10.0,15.0,2,5,11,0,6.0,242.13,0,False,False,False,True,False
683,1.0,14.0,4,4,3,0,1.0,151.79,1,False,False,True,False,True
684,28.0,26.0,4,4,4,0,2.0,232.25,0,False,False,False,False,False
685,3.0,13.0,3,3,2,0,9.0,134.91,0,False,True,False,True,False
686,9.0,8.0,3,3,7,0,2.0,122.31,0,False,False,True,True,False
687,2.0,16.0,4,1,3,0,8.0,177.53,0,False,True,False,False,True
688,14.0,27.0,4,2,6,0,3.0,228.22,0,False,False,False,False,False
689,8.0,34.0,1,3,2,0,8.0,134.07,0,False,True,False,True,False
690,10.0,7.0,4,1,6,0,1.0,191.53,0,False,True,False,False,True
692,1.0,15.0,3,2,2,0,7.0,152.53,0,False,True,False,False,True
694,8.0,28.0,5,3,1,0,3.0,142.3,0,False,False,True,False,True
695,10.0,31.0,3,3,4,1,7.0,144.49,0,False,True,False,False,False
696,14.0,7.0,5,4,3,0,12.0,260.03,0,True,False,False,True,False
697,4.0,22.0,5,5,4,0,8.0,196.4,0,False,False,False,True,False
698,2.0,9.0,4,4,3,1,6.0,172.79,0,False,True,False,False,False
699,4.0,24.0,4,5,3,1,9.0,244.16000000000005,0,False,False,False,False,False
700,0.0,14.0,3,1,1,0,1.0,125.23,0,False,False,True,True,False
701,3.0,13.0,3,5,8,0,2.0,147.79,0,False,True,False,True,False
702,9.0,9.0,4,1,5,0,12.0,196.99,0,False,False,False,True,False
703,0.0,14.0,3,2,6,1,4.0,124.36,1,False,False,True,False,False
704,10.0,9.0,5,3,3,0,1.0,200.96,0,False,False,False,True,False
705,9.0,12.0,3,5,5,1,2.0,120.73,1,False,False,True,True,False
707,8.0,28.0,1,4,8,0,3.0,219.96,0,False,False,False,True,False
708,9.0,6.0,3,3,1,0,5.0,120.58,1,False,False,True,False,True
709,1.0,20.0,4,3,5,1,3.0,223.54,1,False,True,False,False,True
710,0.0,8.0,3,1,2,1,3.0,137.6,0,False,False,True,False,True
712,6.0,14.0,4,4,7,0,1.0,126.22,0,False,False,True,True,False
713,9.0,9.0,4,2,5,0,12.0,196.99,0,False,False,False,False,False
714,8.0,7.0,4,1,1,0,0.0,153.63,0,False,True,False,True,False
715,7.0,14.0,4,3,3,0,9.0,184.68,0,False,True,False,True,False
716,8.0,10.0,4,5,6,0,3.0,148.62,1,False,False,True,False,False
717,4.0,15.0,2,5,2,1,8.0,239.16000000000005,0,False,False,False,False,False
718,10.0,11.0,1,3,1,0,3.0,135.0,0,False,False,True,False,True
719,23.0,28.0,5,1,2,1,9.0,244.11,0,True,False,False,False,True
720,17.0,9.0,4,1,3,1,9.0,203.47,0,False,True,False,True,False
721,6.0,12.0,2,4,2,1,6.0,157.98,0,False,False,True,True,False
722,5.0,11.0,4,1,9,0,0.0,196.79,0,False,True,False,False,True
723,1.0,8.0,4,1,11,1,3.0,172.87,1,False,False,True,True,False
725,9.0,6.0,4,5,3,0,3.0,215.69,0,False,False,False,True,False
726,9.0,16.0,3,1,1,0,1.0,121.45,0,False,False,True,True,False
727,12.0,9.0,4,1,7,1,3.0,164.44,0,False,False,True,False,True
728,1.0,11.0,5,2,3,1,5.0,183.28,1,False,True,False,False,True
730,12.0,15.0,3,5,2,0,9.0,151.51,0,False,True,False,True,False
731,0.0,14.0,5,2,2,1,0.0,123.4,1,False,False,True,False,True
734,8.0,7.0,5,2,3,1,4.0,161.22,0,False,False,True,False,False
735,10.0,10.0,4,4,5,1,3.0,217.78,0,False,True,False,False,True
736,0.0,9.0,3,5,2,1,7.0,133.48,1,False,False,True,False,True
737,16.0,36.0,4,4,3,0,9.0,169.34,0,False,True,False,True,False
738,4.0,8.0,4,3,2,0,4.0,145.64,0,False,False,True,True,False
741,12.0,25.0,6,1,5,1,1.0,183.11,0,False,True,False,True,False
742,9.0,6.0,4,4,2,1,2.0,120.7,0,False,False,True,False,True
743,7.0,7.0,5,5,5,1,3.0,152.99,0,False,False,True,False,True
744,2.0,8.0,5,1,3,1,8.0,193.34,0,False,True,False,True,False
745,9.0,14.0,3,2,5,0,7.0,150.79,0,False,True,False,True,False
746,23.0,18.0,4,1,5,0,5.0,170.07,0,False,True,False,False,True
747,1.0,9.0,5,1,3,0,1.0,136.02,1,False,False,True,False,True
748,0.0,14.0,3,1,2,0,4.0,126.47,0,False,False,True,False,True
749,1.0,18.0,4,5,3,1,4.0,172.41,0,False,True,False,False,False
750,1.0,9.0,3,4,2,0,0.0,128.56,0,False,False,True,True,False
751,1.0,11.0,2,4,3,1,4.0,186.42,0,False,True,False,True,False
752,8.0,9.0,5,5,8,0,10.0,184.57,0,False,True,False,True,False
753,13.0,32.0,3,5,2,0,5.0,183.96,0,False,True,False,False,False
754,0.0,6.0,4,3,6,0,7.0,206.09,1,False,False,False,False,False
755,22.0,6.0,3,3,5,0,0.0,253.79,0,True,False,False,False,True
756,17.0,14.0,4,5,10,0,3.0,224.85,0,False,False,False,True,False
757,0.0,8.0,3,3,7,1,2.0,139.77,0,False,False,True,True,False
758,0.0,15.0,4,5,8,0,3.0,134.07,1,False,True,False,False,True
759,21.0,14.0,3,5,9,0,6.0,123.67,0,False,False,True,True,False
760,27.0,14.0,3,3,8,0,0.0,137.8,0,False,True,False,False,True
762,0.0,22.0,3,4,10,0,2.0,128.11,0,False,False,True,True,False
763,10.0,13.0,6,3,3,0,8.0,152.41,0,False,False,True,True,False
764,10.0,21.0,4,2,2,1,12.0,190.86,0,False,True,False,False,False
765,20.0,22.0,1,3,2,1,7.0,150.67,0,False,True,False,True,False
766,11.0,16.0,4,3,1,1,7.0,187.4,0,False,False,False,True,False
767,0.0,8.0,1,3,2,0,7.0,152.06,0,False,True,False,True,False
768,9.0,13.0,3,1,2,1,2.0,122.75,1,False,False,True,True,False
769,1.0,15.0,4,4,3,0,8.0,187.14,0,False,True,False,True,False
770,9.0,11.0,3,4,2,1,0.0,118.78,1,False,False,True,False,True
772,1.0,26.0,4,1,3,0,3.0,148.23,0,False,False,True,True,False
773,9.0,17.0,4,3,5,1,5.0,186.42,0,False,True,False,False,True
774,0.0,8.0,3,3,7,0,1.0,143.82,1,False,False,True,False,True
775,7.0,14.0,3,3,4,0,3.0,161.42,0,False,True,False,False,True
776,10.0,14.0,4,4,4,0,4.0,145.13,0,False,False,True,False,True
779,1.0,12.0,2,4,3,1,3.0,148.28,0,False,False,True,True,False
780,5.0,8.0,6,5,3,0,8.0,175.03,0,False,True,False,True,False
781,9.0,16.0,3,3,4,0,7.0,170.94,0,False,False,False,True,False
782,1.0,24.0,4,3,3,1,8.0,148.94,1,False,False,True,False,True
784,21.0,11.0,5,4,10,1,3.0,228.33,0,False,False,False,True,False
785,21.0,32.0,4,3,4,0,3.0,211.33,0,False,False,False,False,True
786,9.0,12.0,1,5,4,1,2.0,155.62,0,False,True,False,True,False
787,1.0,36.0,4,5,3,0,3.0,164.07,0,False,False,True,True,False
788,10.0,27.0,3,1,6,0,0.0,129.73,0,False,False,True,True,False
789,0.0,10.0,3,5,2,0,0.0,129.73,1,False,False,True,False,True
791,11.0,7.0,4,2,3,0,8.0,146.15,0,False,False,True,False,True
792,8.0,12.0,5,5,4,0,9.0,241.31,0,False,False,False,False,True
793,27.0,8.0,5,3,6,1,3.0,254.65,0,True,False,False,True,False
794,16.0,11.0,4,5,9,0,6.0,176.55,0,False,True,False,False,True
795,6.0,8.0,3,1,2,0,4.0,155.05,0,False,True,False,True,False
796,11.0,18.0,4,3,6,0,3.0,161.29,0,False,False,True,False,True
797,0.0,14.0,4,5,2,1,0.0,126.0,1,False,False,True,False,True
799,9.0,6.0,4,3,2,0,3.0,120.07,0,False,False,True,True,False
801,12.0,14.0,3,3,2,0,7.0,137.55,0,False,False,True,True,False
802,8.0,11.0,3,4,1,0,13.0,180.95,0,False,False,False,False,True
803,9.0,8.0,3,4,2,0,2.0,122.26,0,False,False,True,True,False
804,16.0,15.0,3,3,4,1,7.0,156.79,0,False,True,False,True,False
805,25.0,14.0,5,3,4,0,1.0,186.32,0,False,True,False,True,False
806,14.0,6.0,3,5,1,0,7.0,141.03,0,False,True,False,True,False
807,3.0,27.0,4,2,4,0,3.0,194.31,0,False,True,False,True,False
808,14.0,17.0,2,3,5,1,8.0,147.13,0,False,False,True,True,False
809,22.0,17.0,3,1,4,0,4.0,145.07,0,False,True,False,False,True
810,23.0,30.0,3,3,4,1,5.0,239.73,0,True,False,False,False,False
811,6.0,15.0,3,2,1,0,10.0,127.81,0,False,False,True,False,False
812,24.0,27.0,4,3,4,1,14.0,237.45,0,True,False,False,True,False
813,14.0,14.0,3,3,10,1,7.0,124.61,1,False,False,True,False,False
814,18.0,29.0,3,5,2,1,8.0,136.33,0,False,True,False,True,False
815,1.0,25.0,4,5,2,0,3.0,131.96,0,False,False,True,False,False
816,10.0,16.0,2,4,3,0,3.0,153.1,0,False,False,True,True,False
817,9.0,11.0,3,5,5,0,2.0,180.08,0,False,False,False,True,False
